tour_id,title,rating,n_reviews,duration,is_pickup_offered,is_risk_free_cancellation,overview,starting_price_usd,duration_type
122,"The Mission District: San Francisco's Hip Melting Pot",4.0,1,4.0,0,1,"To experience the diversity and creativity of San Francisco through the eyes of a local, there’s no better neighbourhood to start in than The Mission. This colourful district is loud and proud about its eclectic roots, and you’ll see the locals passion for their heritage and neighbourhood everywhere from their artisanal food stops to their bold wall murals. It would be impossible to choose your favourite dish in The Mission, but your local will take you to food trucks, bakeries and taquerias where you can certainly try! And if the explosion of flavours and cuisines you’ll find here isn’t enough, you’ll also discover the history and personality of this neighbourhood through its renowned street art, which tells the story of The Mission and its locals in vibrant graffiti, painstakingly painted murals and riots of colour!",154.06,"1-4 hours"
123,"Vampire Tour of San Francisco",4.3,24,1.5,0,1,"The Vampire Tour of San Francisco is a walking tour of Nob Hill, conducted by Mina Harker from "Dracula." The script contains approximately 85% true San Francisco history with fun vampire lore and humor mixed in. The tour is not gory or frightening, so it is suitable for all ages. Learn many fun and some surprising facts about San Francisco’s history and how vampires played an important role in that history. The walk is very easy, with no climbing up and down hills, and is wheelchair friendly.  The tour is conducted on the first Saturday of each month from May through October, and on Halloween night, starting at 8:00 pm.  Nob Hill can get very chilly at night, so please dress warm.  There will be a costume contest on Halloween night.  Those who do not dress up will help me judge those who do.  There will be some very cool prizes!",NULL,"1-4 hours"
124,"4 Hours Tour Beyond the Golden Gate Bridge Marin Headlands and Sausalito",5.0,1,4.0,0,1,"Let GoCAR’s EV Sport vehicle take you off the beaten path through the hinterland of San Francisco via the Presidio and Crissy Field on the way to the Golden Gate Bridge and then onto Sausalito. Go where no GoCAR has gone before. Snap some amazing photos along the Pacific Ocean and see the Golden Gate Bridge up close. You can even park and take a stroll along the span of the bridge if you choose. Return via The Presidio. Finish your tour where tour buses can’t by winding your way up Russian Hill to take an exhilarating ride down the Crooked Street (Lombard St is optional detour). This tour is approximately one and half hours drive time (weekends may have traffic) and has several fun, informative detours and stop options along the way. If you want to extend the tour you have the option of taking the Marin Headlands detour or just cross back over the GG Bridge.",309.76,"1-4 hours"
125,"Golden Gate Park Bike Tour",5.0,1,2.0,0,1,"Golden Gate Park is hands-down one of the best places to ride in San Francisco with so many places to see, from museums and to gardens to a herd of lazy buffalo. This guided tour takes about 2 hours, including various stops near essential attractions while our guides provide in-depth narration of the park and stop for photo opportunities at famous sights and hidden gems throughout the tour.",48.51,"1-4 hours"
126,"San Francisco Urban Hike: Castro and Twin Peaks",4.9,69,3.0,0,1,"Take a walking tour to the next level! Embark on a 3-hour urban hike through San Francisco to experience the city’s streets and trails. Tackle the city’s hills, including Kite Hill and Tank Hill, discover a eucalyptus forest in the middle of the city, soak up sweeping views from atop Twin Peaks, and visit quirky sights, such the Seward Street Slides. With all the perfect mix of city and nature, you'll love this tour!",NULL,"1-4 hours"
127,"San Francisco Urban Hike: Coit Tower, Lombard Street and North Beach",5.0,11,3.0,0,1,"Get ready to climb lots of steps and go off the beaten path on this challenging 5-mile walking tour of San Francisco’s Telegraph Hill, Russian Hill and North Beach neighborhoods. Ascend the Filbert Steps for a close-up view of lovely Coit Tower. Walk up the world-famous crooked section of Lombard Street and discover hidden gems like a tiny park with an amazing view of Alcatraz and the church where Marilyn Monroe and Joe DiMaggio had their wedding photos taken.",187.91,"1-4 hours"
128,"San Francisco Big Bus Hop-On-Hop-Off Sightseeing Bus Tour",4.7,45,24.0,0,1,NULL,34.50,"More than 4 hours"
129,"Yosemite Day Tour from San Francisco",4.4,18,13.5,0,1,NULL,97.78,"More than 4 hours"
130,"Muir Woods and Sausalito Half Day Tour",NULL,0,5.0,0,1,NULL,91.45,"More than 4 hours"
131,"Muir Woods & Sausalito Half-Day Tour (Return by Bus or Ferry from Sausalito)",4.4,4294,5.0,0,1,"Take time out from San Francisco on a half-day trip to Muir Woods National Park and Sausalito. This enthralling half-day trip takes you across the Golden Gate Bridge to the Bay Area's most popular National Park Monument to experience the magnificent views of the Giant redwoods during a 90' stop (entrance fee included). Next, visit the beautiful coastal town of Sausalito, a gorgeous Mediterranean-style village with quaint shops and waterfront restaurants. If a one-hour stop in Sausalito isn't enough for you, you can extend your stay by upgrading your tour to include the Sausalito ferry back to San Francisco. If you decide to come back by bus and are looking for possibilities to complete your other half-day, we offer you an upgraded option to save money, which includes a 4h Bike rental package from our partner Unlimited Biking (757 Beach Street, San Francisco, CA 94109). Fall in love with all San Francisco has to offer as you pedal around and explore the area at your own pace.",82.41,"More than 4 hours"
132,"Small Group: SF, Muir Woods and Sausalito + Optional Alcatraz",4.9,625,5.5,0,1,"This San Francisco tour is our most popular and top-rated because you get to see our beautiful City by the Bay with a friendly, local guide. 8:00AM – Depart Fisherman’s Wharf 8:00AM -9:30AM – Explore San Francisco’s BEST neighborhoods! During this time, you are treated to entertaining stories about the neighborhoods, including several photo stops. 9:30AM - 11:00AM – Explore Muir Woods After a ride across the Golden Gate Bridge north of San Francisco, you will have over an hour to walk amongst some of the last remaining coastal redwoods in the world! 11:00AM - 12:00PM – Lunch in Sausalito Enjoy a scenic lunch in the quaint town of Sausalito where you can shop, explore, and capture views of San Francisco across the Bay. 1:30PM - Return to Fisherman’s Wharf We return at the same location we started for you to enjoy the rest of your day!",107.74,"More than 4 hours"
133,"Muir Woods, Golden Gate Bridge + Sausalito with Optional Alcatraz",5.0,452,5.5,0,1,"All of our tour guides are Bay Area Natives, which will help you understand what it’s like to grow up in SF and now live here as grown ups with our own families. You will enjoy an introduction to San Francisco on this 5 to 6 hour tour that includes a trip across the Golden Gate Bridge to Muir Woods National Monument. You'll be driven around the city to see its diverse neighborhoods and geography, stopping several times for photo ops. At Muir Woods, admire the towering redwood trees, and visit the waterfront town of Sausalito for lunch (own expense). Works great for people coming from cruise ships.",88.51,"More than 4 hours"
134,"Small Group Yosemite and Giant Sequoias Day Trip from San Francisco",4.9,1986,14.0,1,1,"Take a day trip from San Francisco to Yosemite National Park, described as the crown jewel of the country's many splendid national parks. You will be guided on a coach tour to highlights such as Bridalveil Falls, Tunnel View, El Capitan, and Yosemite Falls, with a stop for a 1-mile (1.6-km) walk into a grove of giant sequoias*. Our vans only take 15 passengers, so we are able to stop at more places with less time for loading and unloading of passengers. *weather permitting, and the hike is not recommended for people with health issues",194.88,"More than 4 hours"
135,"Napa and Sonoma Wine Country Full-Day Tour from San Francisco",4.3,3787,9.0,0,1,"Join us on a fun and relaxing Napa Valley Wine Tour with one of our luxury coaches. During our full-day tour from San Francisco, you will visit renowned Napa Valley and Sonoma Wineries for tasting, learn about winemaking techniques, and shop for wines and souvenirs in local shops. Taste the finest wines of Napa Valley, have lunch and shop in Napa or Sonoma Square Plaza, and enjoy the picturesque drive over the Golden Gate Bridge through fantastic Napa Wine Country on our wine country tour. Napa and Sonoma are world-famous for their fine wine and beautiful scenery. Learn about wine from our expert guides as you travel north to California’s Premiere wine country. Then tour wineries and see how grapes are picked, crushed, blended, and bottled; walk through beautiful vineyards with your tour guide and then taste the finished product. There will also be time for lunch at Historical Sonoma Square or Vintage 1870 in the heart of Napa.",137.35,"More than 4 hours"
136,"Small-Group Tour: SF, Muir Woods, Sausalito w/ Optional Alcatraz",4.8,842,9.0,0,1,"You get to see everything in one day! All the main sites in San Francisco, a lunch break in Sausalito, and a walk around Muir Woods. If you have selected the Alcatraz option, you will take a ferry ride to Alcatraz Island in the afternoon for the Official Alcatraz Tour. 8am – Depart Fisherman’s Wharf 8-9:30am – Explore San Francisco’s BEST neighborhoods! You will be treated to entertaining stories about the neighborhoods and several photo stops. 9:30-11am – Explore Muir Woods You will have 75 minutes among some of the last remaining coastal redwoods in the world! 11am-12pm – Lunch in Sausalito Enjoy lunch in the quaint town of Sausalito where you can shop and explore! 1:30pm - If you have selected the Alcatraz option, you will be dropped off at Pier 33 for the Official Alcatraz Tour! For those not going to Alcatraz, you will be dropped off at the same location as your meeting point.",110.73,"More than 4 hours"
137,"Big Bus Muir Woods + Sausalito Tour | San Francisco",5.0,2,4.5,1,1,NULL,73.53,"More than 4 hours"
138,"Small-Group Yosemite Day Tour from San Francisco",4.3,508,15.0,1,1,"Yosemite National Park is a must-visit California gem, and this day trip from San Francisco makes it easy. Leave the urban hustle-bustle behind and journey through Central Valley, Gold Country and the Sierra Nevada foothills to UNESCO World Heritage–listed Yosemite National Park. Take a 1.5-hour narrated van tour of Yosemite Valley, including Yosemite Falls, Half Dome, Bridalveil Falls and El Capitan, and then set off on your own for three hours to explore independently. Numbers are limited to 23 on this small-group tour, ensuring a more personalized wilderness experience.",161.58,"More than 4 hours"
139,"Alcatraz & Streets of San Francisco Electric Bike Tour | San Francisco",NULL,0,48.0,0,0,NULL,235.00,"More than 4 hours"
140,"Alcatraz & Golden Gate Bridge to Sausalito Guided Bike Tour | San Francisco",NULL,0,48.0,0,0,NULL,179.00,"More than 4 hours"
141,"Alcatraz Included Muir Woods Sausalito Super Saver",NULL,0,5.0,0,0,"Save money starting from the Sausalito Ferry Pier dock instead of San Francisco! Arrive on your own to Sausalito by bike, cab, or ferry and we will chauffeur you to Muir Woods by assigned time van. Guests will spend one hour in the tall park of redwoods before returning to Sausalito. Guests then will depart on their own back to San Francisco. Guests have three options with this non narrated van excursion which all include an same day assigned time Alcatraz: Pier Woods Super Saver: assigned one-hour Woods roundtrip from Sausalito Ferry Dock. No ferry included. Meet us and save!! Pier Woods Brunch Bunch: Assigned $10 Sausalito brunch credit before our one-hour round trip Muir Woods van. A one way ferry ticket is included from Sausalito back to Pier 41 Wharf. Pier Woods Date Night: Early morning assigned Alcatraz. Guests will pay for their own ferry/Uber to Sausalito to join us for Muir Woods van. We will assign a $20 Sausalito dinner credit and Ferry Ticket back to Pier 41 Wharf.",87.97,"More than 4 hours"
142,"Full-Day Private San Francisco Bay Sailing Tour",NULL,0,6.0,0,1,"We will sail across the San Francisco Bay area, embracing the waters, winds, wildlife, and landmarks of this particular portion of the world. This is also great as a pre-game party starter to watch the Warriors or Giants while sailing back and skipping all the lines!",1005.58,"More than 4 hours"
143,"San Francisco Super Saver: Muir Woods & Wine Country w/ optional Gourmet Lunch",4.6,3141,10.0,1,1,"Be doubly delighted in this award-winning combo tour by a morning stroll through an ancient redwood forest and an afternoon of exclusive winery experiences in California’s Napa and Sonoma Valleys. Relax and enjoy spirited education and demonstrations by winemakers It’s the only Woods & Wine tour to include all wine tasting fees. Guaranteed departures 365 days a year, all age groups welcome. The tour offers the option of taking your Wine Country and Redwoods Tour experience to the next level by indulging in an exclusive three-course food experience on historic Sonoma plaza.",153.65,"More than 4 hours"
144,"Yosemite National Park: Full Day Tour from San Francisco",4.2,828,14.0,0,1,"Experience the majesty of Yosemite National Park and join us as we take you on an unforgettable journey into the heart of Yosemite Valley. Travel in comfort on our luxury coach bus as we depart from San Francisco on this full day trip. Upon arrival, enjoy a one-hour scenic drive through the park, complete with photo opportunities at some of Yosemite Valley's most famous viewpoints; Tunnel View, Bridalveil Falls, El Capitan & Half-Dome. You will also have the opportunity to enjoy three hours of free time in Yosemite Valley, which offers various lunch opportunities, hiking trails, bike rentals, and museums.",166.20,"More than 4 hours"
145,"San Francisco Grand City Tour",NULL,0,NULL,0,1,NULL,54.85,"More than 4 hours"
146,"Muir Woods and Sausalito Tour with Bay Cruise from San Francisco",NULL,0,6.0,0,1,NULL,99.39,"More than 4 hours"
147,"San Francisco 2 Days Hop-On Hop-Off Bus Tour",NULL,0,48.0,0,1,NULL,67.65,"More than 4 hours"
148,"Monterey, Carmel and 17-Mile Drive: Full Day Tour from SF",4.2,1893,12.0,0,1,"Cruise along California's spectacular coastline on a relaxing day trip from San Francisco. Follow Highway 1 and enjoy stops at Pigeon Point Lighthouse and in Davenport for a quick coffee and snack. Back on the road traveling by Monterey Bay and Peninsula, to the famous Monterey Bay Aquarium and Steinbeck's Cannery Row. Explore Monterey's charming shops or choose to go to the Monterey Bay Aquarium. Two hours is ample time for pictures and Instagram posts of everything you are experiencing. See the stunning estates of 17-Mile Drive, as well as Bird Rock, Lone Cypress, and world famous, Pebble Beach Golf Course. Arriving in Carmel-by-the-Sea, known for the museums and library of the historic Carmel Mission, and the fairytale cottages, and galleries of its village like center. 11 hours of breathtaking sightseeing, unique shopping, historical landmarks, mouth-watering culinary innovation.",100.23,"More than 4 hours"
149,"Small-Group Half Day Muir Woods and Sausalito Morning Tour",4.5,386,4.5,1,1,"Join us for a narrated and scenic drive from San Francisco across the Golden Gate Bridge, explore the beauty of Giant Coastal Redwoods at Muir Woods and appreciate the astonishing views from Sausalito's picturesque waterfront. We also run this tour in the afternoon, if there is a sufficient number of people. Muir Wood tour can be combined with San Francisco City tour and/or Half Day Wine Tour to Sonoma.",64.14,"More than 4 hours"
150,"Private Enchanted Napa and Sonoma Wine Tour in SUV from SFO",NULL,0,9.0,1,1,"Explore and relish the enchanted day trip to California's famous wine country on this full-day tour of Napa and Sonoma County. Tour and taste wine at a Napa Valley landmark—Castello di Amorosa. You’ll stop for photos of the iconic Golden Gate Bridge, enjoy wine tastings in both Napa and Sonoma, where you'll take in the delightful notes of each region, and have free time to explore historic Sonoma Square. Many of the wineries that will be visited are some of the oldest wine making families wine in the Napa and Sonoma Valley. You’ll learn of their family histories and first beginnings in California’s most famous Wine Country.",845.52,"More than 4 hours"
151,"Napa and Sonoma Full-Day Wine Tour from San Francisco",NULL,0,7.0,1,1,"Indulge your senses and savor the finest wines on our Napa and Sonoma Full-Day Wine Tour from San Francisco! This unforgettable journey promises a day of delight, where lush vineyards, world-class wineries, and award-winning vintages come together to create the perfect wine adventure. Your journey begins as you depart San Francisco, traveling over the iconic Golden Gate Bridge into the stunning Napa and Sonoma Valleys. The picturesque landscapes and scenic vineyards will captivate your heart from the moment you arrive. Our expertly curated tour takes you to renowned wineries, where you'll have the chance to taste a diverse selection of wines to experience the best of the region. Forget the hassle of driving and let us take care of transportation. Sit back and enjoy the company of fellow wine enthusiasts on this memorable journey. Whether you're a wine connoisseur or a novice, this tour promises an experience that will leave you with lasting memories of California's wine country.",2649.00,"More than 4 hours"
152,"Full Day Private Yosemite Tour from San Francisco",NULL,0,14.0,1,0,"On this private tour we will explore the heart of Yosemite on a unique journey that reveals the hidden stories and lesser-known aspects of this iconic natural area. Discover the majestic beauty of Half Dome, El Capitan, and Yosemite Falls, enriched with insights that only a seasoned guide can provide. This personalized tour blends Yosemite's famous landmarks with tranquil, untouched spots. It's not just a tour; it's an immersive experience into Yosemite's natural splendor. Join me to uncover the true essence of Yosemite, where each moment connects you with nature's magnificence.",1218.00,"More than 4 hours"
153,"Alcatraz Night Tour with 1-Day City Bus Tour in San Francisco",NULL,0,3.0,0,0,"At night, Alcatraz prison feels a little bit creepier & perhaps even haunted... but unlike the less personal, only self-guided Day Tour, your small, English only docent-led group at night will learn more history in a less crowded space. Options include cell entry, short talks, special exhibits, & multiple-stop programs unavailable on the Day Tour. The prison comes alive as you see escape displays & cells frozen in time – while you listen to prisoner & guard stories, historic details, & sound effects (in Dutch, English, French, German, Italian, Japanese, Korean, Mandarin, Portuguese, Russian or Spanish). Plus you'll see the best of SF on a 2-hour city loop by open-top bus. The duration can be extended if you choose to hop on and off at various stops. You control the clock. This combo gets you on the infamous Alcatraz Island, while also showing you many other great city attractions, including the Golden Gate Bridge, Victorian homes, the Palace of Fine Arts, & more. You'll love it!",NULL,"More than 4 hours"
154,"Napa Valley Wine and Muir Woods Day Tour from San Francisco",5.0,5,9.0,0,1,"Experience the awe and wonder of one of California's  oldest redwood groves as you stroll through dedicated paths of 1000-year-old redwood trees. With limited reserved parking on-site, traveling with Big Bus Tours to Muir Woods makes it an easy and stress-free experience to visit an area must-see. We'll take you to two of our favorite wineries in Napa & Sonoma Valley for wine tastings and an exclusive estate tour. You'll see the inner workings of these wineries, and learn more about their fascinating histories. At each winery you'll enjoy a tasting of 3–5 award-winning varietals while an expert wine host shares insights into production, from planting through to pour.",164.43,"More than 4 hours"
155,"Private Full Day Yosemite National Park Tour from San Francisco",NULL,0,13.0,1,1,"Explore and relish the enchanted day trip to Yosemite from SFO -something you don’t want to miss. Enjoy the great the great outdoors with both guided sightseeing and free time, ensuring you see the UNESCO World Heritage Site’s major attractions, like Half Dome, Yosemite Falls, and Yosemite Valley. Travel through the Central Valley farmlands, historical Gold Country, and the Sierra Nevada foothills spend hours snapping photos of Yosemite’s stunning forests, rock formations, and waterfalls Visit Half Dome, Yosemite Falls, and El Capitan on a guided van tour. Enjoy free time to explore Yosemite’s other natural wonders by foot or bike. Take in a breathtaking panorama from the Tunnel View overlook for an expansive view of the Yosemite Valley. Small-group tour with a private and group options limited to 5 ensures a more personalized experience.",848.25,"More than 4 hours"
156,"Private Half Moon Bay Coastal Delights Driving Tour",NULL,0,3.0,1,1,"World class private tour, completely controlled by you! Embark on an adventure like no other with Coastal Delights: Half Moon Bay Adventure! Brace yourself for a whirlwind experience filled with breathtaking landscapes, adrenaline-pumping activities, and mouthwatering cuisine. Ride the waves of the Pacific Ocean on a thrilling surfing expedition, explore mystical sea caves, and hike along rugged coastal trails unveiling awe-inspiring vistas. Indulge in the freshest seafood delicacies as you savor the local flavors and unwind in luxurious beachfront accommodations. Get ready to make memories that will last a lifetime on this unforgettable tour of Half Moon Bay's coastal treasures! Don't worry about other people, this tour is completely tailored to you with the Pintours App. With our app, you can pause the tour, and check out the locations as long as you want! You can skip a stop you don't like, and you have all the best information about each stop at your fingertips.",24.35,"More than 4 hours"
157,"Bus & Boat & Bike Adventure - 3 tours in 1",3.0,9,72.0,0,1,"3 in 1 pass! Enjoy San Francisco from land and from the water by bus, boat and bike. Explore the city and it's attractions at your leisure Tickets are valid for up to 3 consecutive days.",117.61,"More than 4 hours"
158,"Half-Day Private Champagne and Wine Tour to Sonoma and Napa",NULL,0,7.5,1,1,"Sparkling Wine production started in the 17th century in France, when a monk named Dom Pierre Pérignon planted vines. Ruinart, the oldest established Champagne house, was founded in 1729, and documents show it began shipping bubbly in 1764. The style gained in popularity among French and English nobility. In 1745, Moët & Chandon became the first purveyor to a European royal court, at the court of King Louis XV. Veuve Clicquot was then founded in 1772. Among other things, Madame Clicquot invented the riddling process to remove yeast after secondary fermentation, creating the traditional method of méthode champenoise. Sparkling wines have been produced in the Golden State since the 1860s Visit the two best sparkling wineries in Sonoma and Napa. Have lunch in one of the restaurants on Sonoma Plaza. Visit local souvenir shops and art galleries. Enjoy scenery and architecture.",695.13,"More than 4 hours"
159,"Silicon Valley Private Tour",4.9,10,6.0,1,1,"Explore Silicon Valley’s Innovation Odyssey Unveil the tech wonders of Silicon Valley on our exclusive tour! Immerse yourself in the epicenter of innovation at these iconic destinations: Metta Headquarters: Dive into the world of startups and disruptive tech innovation. Stanford University: Walk the hallowed halls of one of the world’s top tech incubators. HP Garage: Visit the birthplace of Silicon Valley, where tech giants emerged. Steve Jobs House: Home to the visionary who changed the world. Google Headquarters: Witness innovation at the core of this tech titan. ️ Computer Museum: Trace the evolution of computing from its roots. Apple Visitor Center: Discover the origins of the Apple revolution. Apple Garage: Step into the historic site where Apple’s journey began. Silicon Valley is where the past, present, and future of tech unite. Join us for this captivating journey into the heart of innovation. Secure your spot now and be part of tech history!",348.00,"More than 4 hours"
160,"Muir Woods, Sausalito, Cavallo Point and Marin Headlands Tour",NULL,0,6.5,1,1,"Take pictures at the Golden Gate Bridge near Lone Sailor Monument. Visit Muir Woods: coastal sequoias - tallest trees in the world. Visit Sausalito: a beautiful little town with stunning views of the Bay, Bridges, and downtown SF. Eat Lunch in one of many seafood restaurants. Visit souvenir shops and art galleries. Visit Fort Baker-Cavallo Point, a military base just under the Golden Gate Bridge. Visit Marin Headlands. See panoramic views of the ocean and the bay. Visit 923-foot high Hawk Hill where a coast artillery battery was built during WWII to protect the Bay entrance. Visit the world’s largest marine mammal hospital where injured, ill, or abandoned sea animals are rescued, rehabilitated, and released. Visit the Nike Missile Site, the last line of defense against air attack. Visit Point Bonita Lighthouse, located at the Bay entrance, a 56-foot tower, built in 1855 at 306 feet above sea level",869.13,"More than 4 hours"
161,"Muir Woods Sausalito Entry & Ferry to Fishermans Wharf included",4.0,1,6.0,1,1,"Join us for a narrated and scenic drive from San Francisco across the Golden Gate Bridge. Explore the beauty of Giant Coastal Redwoods at Muir Woods, and appreciate the astonishing views from Sausalito's picturesque waterfront. Return on the Ferry. On the way to the Woods, we usually make a short stop on the Northern side of the Golden Gate Bridge to take pictures. Then we i We will spend one hour and twenty minutes in the Muir Woods. Admire the tallest trees in the world. 130 meters or 400 feet tall they're 500 to 800 years old. After the woods, we will take you to Sausalito, where you can walk the Waterfront and enjoy the stunning views of the bay, bridges, and downtown SF. Visit local art galleries and souvenir stores, and have lunch in one of many seafood restaurants. You can stay in Sausalito for a few hours. Your tickets to the Ferry are included, Departure times are: 1215, 230, 415, 5.45. It takes 30 minutes to get back to Pier 41, Fisherman's Wharf in San Francisco.",124.44,"More than 4 hours"
162,"From SFO-Yosemite National Park-Enchanting Full Day Tour in SUV",3.5,2,13.0,1,1,"Explore and relish the enchanted day trip to Yosemite from SFO -something you don’t want to miss. Enjoy the great the great outdoors with both guided sightseeing and free time, ensuring you see the UNESCO World Heritage Site’s major attractions, like Half Dome, Yosemite Falls, and Yosemite Valley. Travel through the Central Valley farmlands, historical Gold Country, and the Sierra Nevada foothills Spend hours snapping photos of Yosemite’s stunning forests, rock formations, and waterfalls Visit Half Dome, Yosemite Falls, and El Capitan on a guided van tour. Enjoy free time to explore Yosemite’s other natural wonders by foot or bike. Take in a breathtaking panorama from the Tunnel View overlook for an expansive view of the Yosemite Valley. Small-group tour with a private and group options limited to 5 ensures a more personalized experience.",238.03,"More than 4 hours"
163,"San Francisco E-bike Tour on Scenic Trails",5.0,1,6.0,0,1,"This tour is designed for those comfortable riding an e-bike for 4 hours or more, down and up hills and on uneven terrain. The goal is to take you to scenic routes where visitors wouldn`t normally have a chance to go. What distinguishes our tours from others is that they are longer, tailored to take you to the best trails and viewpoints around and beyond SF, rather than common tourist attractions that you can easily reach on your own. Tour starts at 9:30am, so please arrive at least 5min earlier. Total cost of this tour is this booking cost plus e-bike rental (see exclusions)",40.61,"More than 4 hours"
164,"Muir Woods and Sausalito Tour Entrance Fee Included",NULL,0,4.5,1,0,"Join us for a narrated and scenic drive from San Francisco across the Golden Gate Bridge, explore the beauty of Giant Coastal Redwoods at Muir Woods, and appreciate the astonishing views from Sausalito's picturesque waterfront. On the way to the Woods, we usually make a short stop on the Northern side of the Golden Gate Bridge. We will spend one hour and twenty minutes in the Muir Woods and about one hour in Sausalito, where you can walk the Waterfront and enjoy the stunning views of the bay, bridges, and downtown SF. Visit local art galleries and souvenir stores, and have lunch in one of many seafood restaurants. Then we will take you back to your hotel. Should you decide to stay there longer, you can return to the city by Ferry.",80.38,"More than 4 hours"
165,"Private Half-Day Tour to Silicon Valley",NULL,0,5.5,1,0,"We serve both people who travel alone and as a family. Our Spanish-speaking guide will pick you up at your hotel in San Francisco, to take you to one of the most recognized technology parks in the world. When the tour ends we will return you to your hotel",NULL,"More than 4 hours"
166,"8 Hour Private SUV Wine Tour Experience",NULL,0,8.0,1,1,"You will experience the most famous winery in Napa Wine Valley . There’s nothing better than enjoying a glass of wine while enjoying the beautiful scenic view of the garden. You can also taste gourmet cheese and delicious sandwiches. Learn more about about how its wines are made. We have been servicing the San Francisco Bay Area for over 20 years and specialize in crafting the ultimate Napa/Sonoma Wine Valley experience. Book your next wine tour with us!",649.60,"More than 4 hours"
167,"8 Hour 12 Passengers Mercedes sprinter limo bus Wine tour",NULL,0,8.0,1,1,"We have been servicing the San Francisco Bay Area for over 20 years and specialize in crafting the ultimate Napa/Sonoma Wine Valley experience. You won’t find another service like the one we provide - from pick up to drop off! Book your next wine tour with us! Note: this is a private tour. We have recommendations on wineries, points of interests and vineyards to visit, or you can let us know where you would like to go during your private tour.",1218.00,"More than 4 hours"
168,"Private Yosemite National Park Day Trip from San Francisco",4.2,5,13.5,1,1,"Experience the majestic landscape and jaw-dropping views of Yosemite National Park on this private, guided full-day trip from San Francisco. You’ll pass through California’s Central Valley and iconic Gold Country before entering Yosemite, where you’ll have around four hours to explore one of the best national parks in the country.",3575.67,"More than 4 hours"
169,"8-Hours Napa Wine Tour from San Francisco Private Crossover up to 6 People",NULL,0,8.0,1,1,"We specialize in Napa Valley Wine Country Tours and our knowledgeable staff and professional chauffeurs help make every single trip one you will never forget. With an ability to customize every Napa Valley excursion to your specific liking we can help you formulate an itinerary to your specific taste and desires. If you are not familiar with the Napa Valley Wine Country we can help make your trip memorable by taking into account your tastes, budget and any other preferences you may have. We will make your trip truly yours.",956.13,"More than 4 hours"
170,"Wine Country Tour",5.0,1,8.0,1,1,"Napa Valley, a world famous wine area, is one of the most popular tourist destinations in California.Napa Valley is home to over 400 wineries, each unique. From the famous wine cellars to fantastic family-owned wineries, there is a place for you. Whether you are a first time visitor the Valley or an experienced wine connoisseur, our friendly staff can point you in the right direction and don't fret if wine isn't your cup of tea - everyone can enjoy the wine country's world class restaurants and breathtaking views.",643.80,"More than 4 hours"
171,"APP Self-Guided Route San Francisco with Audioguide",NULL,0,8.0,0,0,"Self-guided routes with audio guides Everything you need to know about San Francisco Points of interest linked to Google Maps geolocation Driving routes through San Francisco Walking routes in the different neighborhoods Access to Web Panel to customize your own route Access to Panel Web as a repository of travel documents Audio guides with 6 languages available (Spanish, Portuguese, German, Italian, French, English.)",5.11,"More than 4 hours"
172,"Livermore Private Outlet Shopping Tour from SF",NULL,0,9.0,1,1,"Enjoy Livermore Wineries and spend the afternoon shopping at the newest San Francisco Outlets with more than 100 Top Brands shops. We will pick up and drop off from San Francisco majority of hotels in downtown and take you to Livermore Winery area to taste two very different style wineries with great wines. After that, shop at Bay Area's newest outlet mall with over 100 top brands shops. After shopping, sit back and ride back to San Francisco in the luxury van.",NULL,"More than 4 hours"
173,"Sustainable Wine and Distillery Tour with Lunch",NULL,0,7.5,0,1,"Prepare yourself for an unforgettable wine and distillery experience departing from Aquarium of the Bay at world famous Pier 39. Visit a family-owned sustainable winery, taking you through the vineyards and the winemaking process, finishing your tour and tasting in the caves where their wines are stored. Learn about sustainable wine-making practices including limiting synthetic chemicals, dry farming and deficit irrigation, native yeast utilization, and natural wine cooling. Head up to Sonoma Plaza for lunch at an organic restaurant who sources their products from local vendors. Spend some time shopping in the Plaza and complete your experience at a family-owned organic distillery offering a special experience to complete your day. Ticket price includes travel, narration, tours, tastings and lunch.",217.50,"More than 4 hours"
174,"Shore Excursion in SFO - Enchanted Napa & Sonoma Wine Tour in SUV",NULL,0,9.0,1,1,"Explore and relish the enchanted day trip to California's famous wine country on this full-day tour of Napa and Sonoma County. Tour and taste wine at a Napa Valley landmark—Castello di Amorosa. You’ll stop for photos of the iconic Golden Gate Bridge, enjoy wine tastings in both Napa and Sonoma, where you'll take in the delightful notes of each region, and have free time to explore historic Sonoma Square. Many of the wineries that will be visited are some of the oldest wine making families wine in the Napa and Sonoma Valley. You’ll learn of their family histories and first beginnings in California’s most famous Wine Country.",241.33,"More than 4 hours"
175,"Exclusive Napa Valley Wine Tour",5.0,1,8.0,1,0,"Spending extended time in San Francisco? What a better way to spend your day than a romantic, relaxing San Francisco to Napa Valley Wine Tour—without your car! Leave the itinerary and transportation to us. Sit back, relax, and enjoy our 8-hour private wine tasting tours that start in San Francisco and head about an hour north to the vineyard-draped hills of Napa Valley. Take in the beauty of the rolling hills speckled with magnificent oak trees and lush vineyards. We’ll take you from San Francisco to Napa Valley for a full day of wine tasting experiences at some of the best Napa wineries in the world. With several hundred wineries to choose from, you will taste a wide array of wines and experience the unique ambiance of each winery.",743.97,"More than 4 hours"
